CustomerID,SignupDate,LastPurchaseDate,TenureMonths,MonthlyCharges,SupportCalls,Churn,Frequent caller,ContractType_encoded,IsLongContract,Revenue,SupportCallsPerMonth
CUST_0276,2021-08-07,2024-09-20,40,11.89,0,1,No,0,0,475.6,0.0
CUST_0277,2021-01-18,2022-02-12,28,17.4,2,0,No,0,0,487.19999999999993,0.06896551724137931
CUST_0278,2021-03-17,2025-09-22,33,97.11,2,0,No,1,1,3204.63,0.058823529411764705
CUST_0279,2021-08-02,2023-10-21,59,36.59,2,1,No,0,0,2158.8100000000004,0.03333333333333333
CUST_0280,2022-03-16,2023-01-10,59,79.23,1,1,No,0,0,4674.570000000001,0.016666666666666666
CUST_0281,2020-05-30,2023-07-14,48,66.22,4,0,Yes,0,0,3178.56,0.08163265306122448
CUST_0282,2020-06-20,2022-06-10,41,44.37,2,0,No,0,0,1819.1699999999998,0.047619047619047616
CUST_0283,2020-02-06,2021-09-28,13,28.51,2,0,No,2,1,370.63,0.14285714285714285
CUST_0284,2020-11-11,2021-08-08,43,20.92,1,0,No,0,0,899.5600000000001,0.022727272727272728
CUST_0285,2020-01-14,2023-06-27,45,65.35,1,0,No,1,1,2940.7499999999995,0.021739130434782608
CUST_0286,2020-08-16,2021-10-10,25,79.72,2,0,No,0,0,1993.0,0.07692307692307693
CUST_0287,2020-10-12,2022-04-05,53,67.95,2,0,No,0,0,3601.3500000000004,0.037037037037037035
CUST_0288,2020-05-03,2024-03-13,42,57.73,1,1,No,2,1,2424.66,0.023255813953488372
CUST_0289,2020-11-22,2022-08-14,36,13.78,2,0,No,1,1,496.08,0.05405405405405406
CUST_0290,2020-01-12,2021-09-03,27,97.16,2,1,No,0,0,2623.3199999999997,0.07142857142857142
CUST_0291,2020-01-14,2024-11-18,38,81.88,0,1,No,0,0,3111.4399999999996,0.0
CUST_0292,2021-09-23,2025-12-01,7,36.35,1,0,No,0,0,254.45000000000002,0.125
CUST_0293,2020-06-12,2023-12-24,5,98.2,0,0,No,0,0,491.0,0.0
CUST_0294,2020-02-19,2022-09-06,43,64.17,3,0,Yes,1,1,2759.31,0.06818181818181818
CUST_0295,2020-09-26,2024-10-05,45,62.42,1,1,No,0,0,2808.9,0.021739130434782608
CUST_0296,2021-06-20,2023-04-11,58,77.33,2,0,No,0,0,4485.14,0.03389830508474576
CUST_0297,2020-03-29,2021-03-24,57,83.06,2,0,No,0,0,4734.42,0.034482758620689655
CUST_0298,2020-12-21,2021-04-20,51,69.08,0,0,No,2,1,3523.08,0.0
CUST_0299,2020-02-02,2020-05-02,31,21.53,4,1,Yes,2,1,667.4300000000001,0.125
CUST_0300,2020-01-20,2022-04-09,23,40.44,2,0,No,0,0,930.1199999999999,0.08333333333333333
CUST_0301,2020-10-03,2021-10-28,42,93.53,1,0,No,1,1,3928.26,0.023255813953488372
CUST_0302,2020-10-10,2021-05-08,10,30.22,0,1,No,0,0,302.2,0.0
CUST_0303,2021-01-05,2021-09-02,32,43.5,1,0,No,0,0,1392.0,0.030303030303030304
CUST_0304,2021-04-17,2025-11-22,43,48.89,1,0,No,1,1,2102.27,0.022727272727272728
CUST_0305,2023-09-21,2027-10-30,53,49.55,0,1,No,2,1,2626.1499999999996,0.0
CUST_0306,2020-09-22,2023-07-09,30,65.16,3,1,Yes,2,1,1954.8,0.0967741935483871
CUST_0307,2020-05-22,2023-05-07,39,94.88,2,1,No,0,0,3700.3199999999997,0.05
CUST_0308,2021-08-01,2023-03-24,31,31.66,0,0,No,0,0,981.46,0.0
CUST_0309,2020-04-25,2024-12-30,18,20.94,2,1,No,1,1,376.92,0.10526315789473684
CUST_0310,2020-07-29,2021-12-21,36,27.77,1,0,No,0,0,999.72,0.02702702702702703
CUST_0311,2020-01-30,2022-09-16,2,89.82,0,0,No,0,0,179.64,0.0
CUST_0312,2020-01-10,2020-08-07,14,68.12,2,0,No,0,0,953.6800000000001,0.13333333333333333
CUST_0313,2023-04-14,2027-05-23,13,35.73,4,1,Yes,1,1,464.48999999999995,0.2857142857142857
CUST_0314,2021-10-21,2025-09-30,29,83.44,3,1,Yes,0,0,2419.7599999999998,0.1
CUST_0315,2021-03-10,2022-07-03,12,87.52,2,0,No,0,0,1050.24,0.15384615384615385
CUST_0316,2020-07-10,2023-12-22,39,86.19,2,0,No,2,1,3361.41,0.05
CUST_0317,2020-03-10,2022-08-27,2,92.7,1,0,No,0,0,185.4,0.3333333333333333
CUST_0318,2020-03-03,2022-11-18,32,32.7,1,1,No,0,0,1046.4,0.030303030303030304
CUST_0319,2020-04-15,2020-09-12,13,77.95,3,1,Yes,0,0,1013.35,0.21428571428571427
CUST_0320,2020-10-17,2022-07-09,46,51.45,2,0,No,0,0,2366.7000000000003,0.0425531914893617
CUST_0321,2021-04-02,2022-04-27,27,85.78,1,1,No,0,0,2316.06,0.03571428571428571
CUST_0322,2021-01-28,2021-03-29,49,75.56,2,0,No,0,0,3702.44,0.04
CUST_0323,2020-04-29,2021-03-25,41,79.88,2,0,No,2,1,3275.08,0.047619047619047616
CUST_0324,2023-02-04,2025-12-20,17,69.05,0,1,No,0,0,1173.85,0.0
CUST_0325,2021-05-03,2022-03-29,40,25.97,2,0,No,2,1,1038.8,0.04878048780487805
CUST_0326,2020-10-22,2024-06-03,31,59.05,0,0,No,0,0,1830.55,0.0
CUST_0327,2020-12-11,2021-01-10,34,98.62,1,1,No,0,0,3353.08,0.02857142857142857
CUST_0328,2020-07-17,2020-08-16,24,94.36,3,0,Yes,0,0,2264.64,0.12
CUST_0329,2020-04-13,2021-06-07,45,13.89,4,1,Yes,0,0,625.0500000000001,0.08695652173913043
CUST_0330,2020-06-09,2022-03-31,35,24.83,3,0,Yes,1,1,869.05,0.08333333333333333
CUST_0331,2021-06-01,2023-09-19,48,21.86,1,1,No,0,0,1049.28,0.02040816326530612
CUST_0332,2020-01-06,2021-04-30,6,75.34,2,0,No,0,0,452.04,0.2857142857142857
CUST_0333,2020-02-15,2022-09-02,19,83.6,0,0,No,2,1,1588.3999999999999,0.0
CUST_0334,2020-01-18,2020-07-16,30,29.22,3,0,Yes,2,1,876.5999999999999,0.0967741935483871
CUST_0335,2020-01-16,2022-06-04,7,55.53,1,1,No,2,1,388.71000000000004,0.125
CUST_0336,2021-12-06,2024-02-24,10,85.66,1,0,No,0,0,856.5999999999999,0.09090909090909091
CUST_0337,2021-03-19,2022-04-13,41,75.95,0,0,No,1,1,3113.9500000000003,0.0
CUST_0338,2020-08-22,2024-03-04,32,58.8,0,0,No,0,0,1881.6,0.0
CUST_0339,2020-02-07,2022-06-26,34,63.13,1,0,No,0,0,2146.42,0.02857142857142857
CUST_0340,2020-09-03,2021-12-27,28,55.75,1,1,No,0,0,1561.0,0.034482758620689655
CUST_0341,2020-08-22,2023-03-10,15,36.78,1,1,No,0,0,551.7,0.0625
CUST_0342,2020-03-10,2023-11-20,30,60.85,1,0,No,0,0,1825.5,0.03225806451612903
CUST_0343,2020-07-26,2020-12-23,37,72.0,1,1,No,0,0,2664.0,0.02631578947368421
CUST_0344,2020-07-04,2024-08-12,29,88.6,0,0,No,2,1,2569.3999999999996,0.0
CUST_0345,2020-12-15,2022-11-05,22,67.27,3,1,Yes,0,0,1479.9399999999998,0.13043478260869565
CUST_0346,2021-01-02,2021-06-01,4,78.5,1,1,No,0,0,314.0,0.2
CUST_0347,2020-01-17,2022-03-07,20,24.41,0,0,No,0,0,488.2,0.0
CUST_0348,2020-06-20,2021-11-12,32,51.54,0,0,No,2,1,1649.28,0.0
CUST_0349,2020-12-24,2022-11-14,36,10.84,0,0,No,0,0,390.24,0.0
CUST_0350,2020-09-12,2023-08-28,50,32.2,2,1,No,0,0,1610.0000000000002,0.0392156862745098
CUST_0351,2021-12-09,2026-06-16,4,75.38,3,0,Yes,2,1,301.52,0.6
CUST_0352,2021-01-27,2022-12-18,27,99.26,0,1,No,2,1,2680.02,0.0
CUST_0353,2020-03-05,2023-03-20,17,18.93,0,0,No,0,0,321.81,0.0
CUST_0354,2020-01-27,2022-10-13,12,46.13,0,0,No,1,1,553.5600000000001,0.0
CUST_0355,2021-01-10,2024-03-25,22,82.01,1,0,No,1,1,1804.22,0.043478260869565216
CUST_0356,2020-01-10,2023-10-21,17,28.36,4,0,Yes,1,1,482.12,0.2222222222222222
CUST_0357,2020-11-17,2022-01-11,10,59.96,1,0,No,0,0,599.6,0.09090909090909091
CUST_0358,2022-10-25,2023-08-21,54,75.98,0,0,No,2,1,4102.92,0.0
CUST_0359,2020-11-08,2022-07-31,1,65.44,0,0,No,0,0,65.44,0.0
CUST_0360,2020-06-28,2024-11-04,22,26.92,2,0,No,0,0,592.24,0.08695652173913043
CUST_0361,2021-01-11,2022-12-02,26,41.98,1,1,No,0,0,1091.48,0.037037037037037035
CUST_0362,2020-08-11,2020-08-11,56,80.54,0,1,No,0,0,4510.240000000001,0.0
CUST_0363,2020-10-14,2022-03-08,59,59.88,1,0,No,0,0,3532.92,0.016666666666666666
CUST_0364,2022-11-01,2026-05-14,18,10.47,0,1,No,1,1,188.46,0.0
CUST_0365,2020-06-27,2021-05-23,50,78.49,3,1,Yes,0,0,3924.4999999999995,0.058823529411764705
CUST_0366,2023-03-31,2027-11-05,14,13.18,1,1,No,0,0,184.51999999999998,0.06666666666666667
CUST_0367,2022-05-10,2025-10-21,47,77.12,0,0,No,0,0,3624.6400000000003,0.0
CUST_0368,2020-03-20,2022-06-08,29,28.22,0,1,No,0,0,818.38,0.0
CUST_0369,2020-01-27,2023-04-11,12,96.23,3,1,Yes,2,1,1154.76,0.23076923076923078
CUST_0370,2020-02-08,2024-12-13,36,43.11,1,1,No,0,0,1551.96,0.02702702702702703
CUST_0371,2020-01-07,2020-07-05,59,39.42,1,0,No,0,0,2325.78,0.016666666666666666
CUST_0372,2020-02-06,2021-11-27,35,23.4,2,0,No,0,0,819.0,0.05555555555555555
CUST_0373,2021-02-23,2022-10-16,52,37.5,2,0,No,0,0,1950.0,0.03773584905660377
CUST_0374,2020-01-27,2022-10-13,12,88.9,1,0,No,0,0,1066.8000000000002,0.07692307692307693
CUST_0375,2020-05-20,2021-03-16,7,99.67,1,0,No,1,1,697.69,0.125
CUST_0376,2021-11-11,2023-08-03,29,43.15,2,1,No,2,1,1251.35,0.06666666666666667
CUST_0377,2020-01-09,2023-05-23,11,50.37,2,1,No,0,0,554.0699999999999,0.16666666666666666
CUST_0378,2021-09-06,2024-06-22,33,74.99,2,1,No,1,1,2474.6699999999996,0.058823529411764705
CUST_0379,2020-04-30,2024-07-08,6,89.76,1,1,No,1,1,538.5600000000001,0.14285714285714285
CUST_0380,2020-02-15,2022-06-04,47,63.37,2,0,No,2,1,2978.39,0.041666666666666664
CUST_0381,2021-03-11,2024-07-23,15,45.24,2,0,No,0,0,678.6,0.125
CUST_0382,2020-12-27,2023-03-17,32,47.14,2,0,No,0,0,1508.48,0.06060606060606061
CUST_0383,2022-02-05,2026-11-11,51,72.61,0,0,No,0,0,3703.11,0.0
CUST_0384,2021-04-29,2022-09-21,11,10.29,4,0,Yes,1,1,113.19,0.3333333333333333
CUST_0385,2021-08-16,2022-09-10,58,65.76,2,1,No,2,1,3814.0800000000004,0.03389830508474576
CUST_0386,2020-04-30,2021-09-22,23,41.99,1,1,No,0,0,965.7700000000001,0.041666666666666664
CUST_0387,2020-03-12,2022-05-31,26,81.48,2,0,No,0,0,2118.48,0.07407407407407407
CUST_0388,2021-05-21,2023-04-11,34,18.37,2,0,No,2,1,624.58,0.05714285714285714
CUST_0389,2021-08-23,2022-03-21,46,62.94,0,1,No,2,1,2895.24,0.0
CUST_0390,2024-08-26,2028-01-08,34,53.29,1,0,No,2,1,1811.86,0.02857142857142857
CUST_0391,2020-07-13,2024-11-19,29,67.81,2,0,No,1,1,1966.49,0.06666666666666667
CUST_0392,2020-06-18,2024-01-29,4,15.84,1,0,No,0,0,63.36,0.2
CUST_0393,2021-06-30,2025-10-07,17,62.2,3,0,Yes,0,0,1057.4,0.16666666666666666
CUST_0394,2020-06-01,2020-12-28,35,60.53,1,0,No,1,1,2118.55,0.027777777777777776
CUST_0395,2022-09-01,2022-11-30,13,60.46,1,1,No,0,0,785.98,0.07142857142857142
CUST_0396,2021-12-14,2024-02-02,41,64.31,2,0,No,0,0,2636.71,0.047619047619047616
CUST_0397,2020-07-23,2023-06-08,39,70.88,0,1,No,1,1,2764.3199999999997,0.0
CUST_0398,2021-05-22,2021-09-19,15,82.45,1,0,No,0,0,1236.75,0.0625
CUST_0399,2021-05-27,2024-01-12,55,34.28,1,0,No,1,1,1885.4,0.017857142857142856
CUST_0400,2020-02-09,2024-01-19,29,84.25,2,1,No,0,0,2443.25,0.06666666666666667
CUST_0401,2022-04-29,2025-01-13,29,54.84,1,0,No,2,1,1590.3600000000001,0.03333333333333333
CUST_0402,2020-09-13,2023-01-31,11,16.94,2,0,No,0,0,186.34,0.16666666666666666
CUST_0403,2021-10-01,2022-04-29,52,15.27,2,1,No,0,0,794.04,0.03773584905660377
CUST_0404,2020-05-20,2023-07-04,32,40.08,0,0,No,1,1,1282.56,0.0
CUST_0405,2022-04-04,2026-01-13,2,80.64,4,0,Yes,0,0,161.28,1.3333333333333333
CUST_0406,2020-06-28,2022-07-18,47,73.69,3,0,Yes,1,1,3463.43,0.0625
CUST_0407,2020-01-04,2024-08-10,14,80.98,0,1,No,1,1,1133.72,0.0
CUST_0408,2022-05-10,2025-04-24,20,56.55,1,0,No,0,0,1131.0,0.047619047619047616
CUST_0409,2020-02-04,2022-10-21,22,49.62,1,0,No,0,0,1091.6399999999999,0.043478260869565216
CUST_0410,2020-05-20,2020-11-16,11,23.27,2,1,No,0,0,255.97,0.16666666666666666
CUST_0411,2022-12-29,2026-03-13,27,39.54,1,1,No,0,0,1067.58,0.03571428571428571
CUST_0412,2023-01-02,2025-03-22,3,49.06,0,0,No,2,1,147.18,0.0
CUST_0413,2020-11-06,2023-12-21,17,17.97,0,1,No,2,1,305.49,0.0
CUST_0414,2020-12-30,2024-02-13,44,29.86,1,0,No,1,1,1313.84,0.022222222222222223
CUST_0415,2020-08-05,2022-10-24,56,63.84,1,0,No,1,1,3575.04,0.017543859649122806
CUST_0416,2020-05-06,2021-05-31,28,76.21,1,0,No,0,0,2133.8799999999997,0.034482758620689655
CUST_0417,2020-05-25,2024-09-01,29,99.85,4,1,Yes,2,1,2895.6499999999996,0.13333333333333333
CUST_0418,2021-02-11,2025-02-20,21,93.98,0,0,No,1,1,1973.5800000000002,0.0
CUST_0419,2021-05-24,2024-06-07,47,67.83,3,0,Yes,1,1,3188.0099999999998,0.0625
CUST_0420,2021-07-26,2021-10-24,16,47.91,4,0,Yes,2,1,766.56,0.23529411764705882
CUST_0421,2021-07-22,2024-12-03,37,67.26,1,0,No,0,0,2488.6200000000003,0.02631578947368421
CUST_0422,2020-02-04,2021-06-28,59,80.71,1,0,No,2,1,4761.889999999999,0.016666666666666666
CUST_0423,2020-09-05,2024-03-18,20,20.65,1,0,No,0,0,413.0,0.047619047619047616
CUST_0424,2020-01-22,2023-12-02,6,46.89,0,0,No,0,0,281.34000000000003,0.0
CUST_0425,2020-10-18,2022-10-08,19,85.58,3,0,Yes,0,0,1626.02,0.15
CUST_0426,2020-07-31,2021-01-27,57,44.54,2,0,No,2,1,2538.7799999999997,0.034482758620689655
CUST_0427,2022-03-09,2025-03-23,5,61.47,1,0,No,2,1,307.35,0.16666666666666666
CUST_0428,2020-06-06,2022-08-25,3,62.9,3,1,Yes,1,1,188.7,0.75
CUST_0429,2020-02-15,2020-06-14,59,26.6,4,1,Yes,1,1,1569.4,0.06666666666666667
CUST_0430,2020-02-26,2020-04-26,1,42.6,0,0,No,0,0,42.6,0.0
CUST_0431,2021-06-07,2024-12-18,58,40.11,3,0,Yes,2,1,2326.38,0.05084745762711865
CUST_0432,2020-12-17,2023-06-05,38,12.36,1,0,No,0,0,469.67999999999995,0.02564102564102564
CUST_0433,2020-02-08,2023-11-19,15,12.18,2,0,No,0,0,182.7,0.125
CUST_0434,2020-02-02,2023-06-16,34,84.85,1,1,No,0,0,2884.8999999999996,0.02857142857142857
CUST_0435,2021-03-16,2025-11-20,35,34.58,1,0,No,1,1,1210.3,0.027777777777777776
CUST_0436,2020-01-28,2021-08-20,49,56.63,3,1,Yes,1,1,2774.8700000000003,0.06
CUST_0437,2021-09-21,2023-03-15,25,36.89,2,0,No,0,0,922.25,0.07692307692307693
CUST_0438,2021-03-23,2025-01-31,24,94.66,2,0,No,0,0,2271.84,0.08
CUST_0439,2020-01-31,2024-12-05,12,33.34,0,0,No,2,1,400.08000000000004,0.0
CUST_0440,2020-02-02,2020-11-28,18,48.67,1,0,No,0,0,876.0600000000001,0.05263157894736842
CUST_0441,2024-04-24,2027-07-08,15,88.55,1,0,No,1,1,1328.25,0.0625
CUST_0442,2020-06-20,2020-08-19,44,85.77,2,0,No,2,1,3773.8799999999997,0.044444444444444446
CUST_0443,2020-06-18,2022-04-09,16,26.75,3,1,Yes,0,0,428.0,0.17647058823529413
CUST_0444,2021-09-03,2022-03-02,27,82.24,3,1,Yes,0,0,2220.48,0.10714285714285714
CUST_0445,2022-12-09,2024-09-29,8,51.24,2,0,No,1,1,409.92,0.2222222222222222
CUST_0446,2024-04-07,2024-10-04,46,53.47,0,0,No,2,1,2459.62,0.0
CUST_0447,2021-05-25,2025-02-03,25,22.01,2,0,No,0,0,550.25,0.07692307692307693
CUST_0448,2020-06-21,2023-03-08,17,17.25,0,0,No,2,1,293.25,0.0
CUST_0449,2020-02-01,2023-06-15,29,75.51,2,1,No,0,0,2189.79,0.06666666666666667
CUST_0450,2021-07-01,2022-12-23,53,54.68,3,0,Yes,0,0,2898.04,0.05555555555555555
CUST_0451,2020-10-25,2025-07-01,8,49.32,1,0,No,1,1,394.56,0.1111111111111111
CUST_0452,2020-07-20,2021-03-17,15,75.66,3,1,Yes,2,1,1134.8999999999999,0.1875
CUST_0453,2022-05-14,2026-03-24,27,78.9,1,1,No,0,0,2130.3,0.03571428571428571
CUST_0454,2020-02-13,2024-03-23,46,24.3,0,0,No,2,1,1117.8,0.0
CUST_0455,2020-09-04,2022-01-27,50,64.92,3,1,Yes,0,0,3246.0,0.058823529411764705
CUST_0456,2020-01-05,2023-04-19,52,22.18,0,1,No,0,0,1153.36,0.0
CUST_0457,2020-08-18,2024-06-28,7,77.62,2,1,No,0,0,543.34,0.25
CUST_0458,2020-01-22,2023-09-03,3,69.13,2,0,No,2,1,207.39,0.5
CUST_0459,2020-02-16,2023-06-30,29,96.1,4,0,Yes,0,0,2786.8999999999996,0.13333333333333333
CUST_0460,2020-02-15,2022-02-04,44,16.21,3,0,Yes,0,0,713.24,0.06666666666666667
CUST_0461,2021-01-17,2025-03-27,53,15.13,2,0,No,0,0,801.89,0.037037037037037035
CUST_0462,2021-05-15,2022-06-09,24,35.4,2,0,No,2,1,849.5999999999999,0.08
CUST_0463,2020-11-15,2024-05-28,58,33.55,3,0,Yes,1,1,1945.8999999999999,0.05084745762711865
CUST_0464,2023-04-10,2025-03-30,3,32.23,2,1,No,1,1,96.69,0.5
CUST_0465,2020-06-20,2021-12-12,20,91.56,2,1,No,0,0,1831.2,0.09523809523809523
CUST_0466,2020-05-02,2023-06-16,46,32.46,0,0,No,1,1,1493.16,0.0
CUST_0467,2022-01-10,2026-06-18,15,34.48,2,0,No,0,0,517.1999999999999,0.125
CUST_0468,2020-04-02,2021-05-27,25,78.35,1,0,No,2,1,1958.7499999999998,0.038461538461538464
CUST_0469,2023-04-20,2024-07-13,30,50.48,2,0,No,2,1,1514.3999999999999,0.06451612903225806
CUST_0470,2020-01-05,2022-02-23,14,79.9,2,0,No,0,0,1118.6000000000001,0.13333333333333333
CUST_0471,2023-07-02,2026-09-14,7,15.88,2,1,No,1,1,111.16000000000001,0.25
CUST_0472,2020-01-17,2020-10-13,17,53.88,2,1,No,0,0,915.96,0.1111111111111111
CUST_0473,2022-03-20,2022-06-18,44,13.03,2,1,No,0,0,573.3199999999999,0.044444444444444446
CUST_0474,2020-09-30,2024-11-08,20,15.64,2,1,No,0,0,312.8,0.09523809523809523
CUST_0475,2024-12-14,2026-06-07,36,91.58,1,0,No,0,0,3296.88,0.02702702702702703
CUST_0476,2020-01-28,2022-04-17,9,22.53,2,1,No,0,0,202.77,0.2
CUST_0477,2020-10-21,2022-06-13,38,57.92,4,1,Yes,1,1,2200.96,0.10256410256410256
CUST_0478,2023-06-25,2028-03-30,48,47.0,0,0,No,0,0,2256.0,0.0
CUST_0479,2020-09-27,2024-07-08,57,41.26,0,0,No,1,1,2351.8199999999997,0.0
CUST_0480,2020-12-28,2022-01-22,22,90.99,1,1,No,0,0,2001.78,0.043478260869565216
CUST_0481,2021-03-10,2023-10-26,54,11.96,0,1,No,0,0,645.84,0.0
CUST_0482,2020-08-09,2024-06-19,53,69.74,3,0,Yes,1,1,3696.22,0.05555555555555555
CUST_0483,2020-12-26,2021-09-22,53,96.71,0,0,No,0,0,5125.63,0.0
CUST_0484,2020-11-16,2022-05-10,2,60.42,0,0,No,0,0,120.84,0.0
CUST_0485,2022-04-24,2024-09-10,24,94.31,3,0,Yes,1,1,2263.44,0.12
CUST_0486,2020-01-17,2021-10-08,8,14.7,1,0,No,0,0,117.6,0.1111111111111111
CUST_0487,2020-04-30,2020-06-29,11,47.69,2,0,No,0,0,524.5899999999999,0.16666666666666666
CUST_0488,2023-01-01,2025-12-16,13,33.41,0,0,No,0,0,434.3299999999999,0.0
CUST_0489,2022-03-17,2025-06-29,17,75.77,0,0,No,2,1,1288.09,0.0
CUST_0490,2020-08-09,2022-01-01,8,98.32,2,1,No,1,1,786.56,0.2222222222222222
CUST_0491,2020-12-19,2021-10-15,21,33.09,0,0,No,1,1,694.8900000000001,0.0
CUST_0492,2020-04-28,2024-03-08,18,68.88,0,0,No,1,1,1239.84,0.0
CUST_0493,2020-03-17,2020-04-16,30,27.83,2,1,No,0,0,834.9,0.06451612903225806
CUST_0494,2020-08-15,2021-07-11,18,60.88,2,0,No,0,0,1095.8400000000001,0.10526315789473684
CUST_0495,2020-06-08,2024-10-15,46,51.75,2,1,No,1,1,2380.5,0.0425531914893617
CUST_0496,2020-11-15,2021-04-14,47,97.48,3,0,Yes,0,0,4581.56,0.0625
CUST_0497,2020-01-30,2023-07-13,31,64.77,2,0,No,0,0,2007.87,0.0625
CUST_0498,2023-08-30,2028-06-04,38,41.46,3,0,Yes,0,0,1575.48,0.07692307692307693
CUST_0499,2024-04-12,2027-06-26,32,20.27,2,0,No,0,0,648.64,0.06060606060606061
CUST_0500,2021-03-13,2024-09-23,11,23.61,1,1,No,2,1,259.71,0.08333333333333333
CUST_0501,2020-10-07,2023-01-25,45,30.28,3,0,Yes,0,0,1362.6000000000001,0.06521739130434782
CUST_0502,2020-05-15,2025-02-18,25,32.59,1,0,No,0,0,814.7500000000001,0.038461538461538464
CUST_0503,2021-09-05,2024-01-23,33,86.56,1,0,No,0,0,2856.48,0.029411764705882353
CUST_0504,2021-02-25,2021-03-27,38,60.51,0,0,No,2,1,2299.38,0.0
CUST_0505,2020-03-05,2020-10-31,41,57.11,1,0,No,0,0,2341.5099999999998,0.023809523809523808
CUST_0506,2022-06-01,2026-03-12,8,20.33,1,0,No,0,0,162.64,0.1111111111111111
CUST_0507,2021-09-23,2021-10-23,11,87.41,3,1,Yes,1,1,961.51,0.25
CUST_0508,2022-12-27,2025-04-15,22,75.05,0,0,No,1,1,1651.1,0.0
CUST_0509,2021-04-17,2023-12-03,51,16.09,1,0,No,0,0,820.59,0.019230769230769232
CUST_0510,2020-12-12,2021-09-08,24,73.71,1,0,No,0,0,1769.04,0.04
CUST_0511,2020-07-16,2023-04-02,41,58.92,1,1,No,0,0,2415.7200000000003,0.023809523809523808
CUST_0512,2022-09-12,2026-03-25,17,17.36,1,1,No,0,0,295.12,0.05555555555555555
CUST_0513,2022-01-03,2026-06-11,12,51.25,1,0,No,0,0,615.0,0.07692307692307693
CUST_0514,2020-01-17,2020-08-14,57,53.62,0,0,No,0,0,3056.3399999999997,0.0
CUST_0515,2020-01-10,2022-12-25,46,24.92,1,0,No,0,0,1146.3200000000002,0.02127659574468085
CUST_0516,2020-06-21,2024-10-28,32,95.11,2,0,No,0,0,3043.52,0.06060606060606061
CUST_0517,2021-08-30,2026-07-05,15,86.5,2,0,No,1,1,1297.5,0.125
CUST_0518,2024-05-11,2026-12-27,16,70.21,0,0,No,2,1,1123.36,0.0
CUST_0519,2020-02-29,2023-12-10,54,51.61,1,1,No,1,1,2786.94,0.01818181818181818
CUST_0520,2020-11-25,2021-04-24,22,47.06,6,0,Yes,0,0,1035.3200000000002,0.2608695652173913
CUST_0521,2020-06-24,2024-01-05,28,68.59,1,1,No,0,0,1920.52,0.034482758620689655
CUST_0522,2023-07-02,2026-09-14,20,59.09,1,0,No,2,1,1181.8000000000002,0.047619047619047616
CUST_0523,2021-11-04,2025-06-16,33,15.6,1,0,No,0,0,514.8,0.029411764705882353
CUST_0524,2021-10-27,2023-04-20,10,56.13,1,0,No,0,0,561.3000000000001,0.09090909090909091
CUST_0525,2020-08-18,2023-03-06,40,82.58,1,0,No,0,0,3303.2,0.024390243902439025
CUST_0526,2020-07-14,2022-09-02,32,51.33,3,0,Yes,1,1,1642.56,0.09090909090909091
CUST_0527,2020-04-26,2020-04-26,50,14.68,1,0,No,1,1,734.0,0.0196078431372549
CUST_0528,2020-01-22,2023-07-05,33,80.77,1,1,No,0,0,2665.41,0.029411764705882353
CUST_0529,2021-12-31,2026-03-10,2,28.12,0,0,No,0,0,56.24,0.0
CUST_0530,2021-09-03,2024-04-20,33,33.28,3,1,Yes,2,1,1098.24,0.08823529411764706
CUST_0531,2028-03-01,2031-05-15,33,24.82,0,0,No,0,0,819.0600000000001,0.0
CUST_0532,2025-09-09,2028-03-27,41,39.72,0,1,No,1,1,1628.52,0.0
CUST_0533,2020-10-22,2021-02-19,13,78.11,2,1,No,1,1,1015.43,0.14285714285714285
CUST_0534,2021-06-18,2022-10-11,30,56.74,1,0,No,1,1,1702.2,0.03225806451612903
CUST_0535,2022-11-23,2023-06-21,33,28.44,3,0,Yes,0,0,938.5200000000001,0.08823529411764706
CUST_0536,2021-11-22,2026-06-29,13,89.0,1,0,No,0,0,1157.0,0.07142857142857142
CUST_0537,2020-04-13,2023-08-26,52,89.16,0,1,No,0,0,4636.32,0.0
CUST_0538,2020-08-06,2023-04-23,26,88.35,5,0,Yes,2,1,2297.1,0.18518518518518517
CUST_0539,2020-02-20,2020-10-17,22,31.49,1,1,No,2,1,692.78,0.043478260869565216
CUST_0540,2023-01-29,2027-08-06,39,50.61,2,0,No,0,0,1973.79,0.05
CUST_0541,2020-12-06,2022-09-27,2,98.65,2,0,No,0,0,197.3,0.6666666666666666
CUST_0542,2020-04-04,2023-01-19,38,79.48,0,0,No,2,1,3020.2400000000002,0.0
CUST_0543,2021-02-10,2025-02-19,39,12.45,0,0,No,1,1,485.54999999999995,0.0
CUST_0544,2020-12-17,2021-06-15,26,15.87,1,0,No,2,1,412.62,0.037037037037037035
CUST_0545,2020-06-10,2021-08-04,46,51.75,3,0,Yes,0,0,2380.5,0.06382978723404255
CUST_0546,2020-02-13,2024-05-22,58,91.83,1,0,No,0,0,5326.14,0.01694915254237288
CUST_0547,2021-02-10,2025-06-19,50,58.48,2,0,No,1,1,2924.0,0.0392156862745098
CUST_0548,2020-09-25,2022-04-18,15,54.8,0,0,No,1,1,822.0,0.0
CUST_0549,2021-06-24,2025-07-03,34,19.49,2,1,No,0,0,662.66,0.05714285714285714
CUST_0550,2020-09-25,2022-09-15,42,69.11,0,0,No,0,0,2902.62,0.0
CUST_0551,2021-11-28,2022-01-27,55,83.99,1,0,No,0,0,4619.45,0.017857142857142856
