CustomerID,SignupDate,LastPurchaseDate,TenureMonths,MonthlyCharges,ContractType,SupportCalls,Churn
CUST_0379,2020-04-30,2024-07-08,6,89.76,One year,1,1
CUST_0380,2020-02-15,2022-06-04,47,63.37,Two year,2,0
CUST_0381,2021-03-11,2024-07-23,15,45.24,Month-to-month,2,0
CUST_0382,2020-12-27,2023-03-17,32,47.14,Month-to-month,2,0
CUST_0383,2022-02-05,2026-11-11,51,72.61,Month-to-month,0,0
CUST_0384,2021-04-29,2022-09-21,11,10.29,One year,4,0
CUST_0385,2021-08-16,2022-09-10,58,65.76,Two year,2,1
CUST_0386,2020-04-30,2021-09-22,23,41.99,Month-to-month,1,1
CUST_0387,2020-03-12,2022-05-31,26,81.48,Month-to-month,2,0
CUST_0388,2021-05-21,2023-04-11,34,18.37,Two year,2,0
CUST_0389,2021-08-23,2022-03-21,46,62.94,Two year,0,1
CUST_0390,2024-08-26,2028-01-08,34,53.29,Two year,1,0
CUST_0391,2020-07-13,2024-11-19,29,67.81,One year,2,0
CUST_0392,2020-06-18,2024-01-29,4,15.84,Month-to-month,1,0
CUST_0393,2021-06-30,2025-10-07,17,62.2,Month-to-month,3,0
CUST_0394,2020-06-01,2020-12-28,35,60.53,One year,1,0
CUST_0395,2022-09-01,2022-11-30,13,60.46,Month-to-month,1,1
CUST_0396,2021-12-14,2024-02-02,41,64.31,Month-to-month,2,0
CUST_0397,2020-07-23,2023-06-08,39,70.88,One year,0,1
CUST_0398,2021-05-22,2021-09-19,15,82.45,Month-to-month,1,0
CUST_0399,2021-05-27,2024-01-12,55,34.28,One year,1,0
CUST_0400,2020-02-09,2024-01-19,29,84.25,Month-to-month,2,1
CUST_0401,2022-04-29,2025-01-13,29,54.84,Two year,1,0
CUST_0402,2020-09-13,2023-01-31,11,16.94,Month-to-month,2,0
CUST_0403,2021-10-01,2022-04-29,52,15.27,Month-to-month,2,1
CUST_0404,2020-05-20,2023-07-04,32,40.08,One year,0,0
CUST_0405,2022-04-04,2026-01-13,2,80.64,Month-to-month,4,0
CUST_0406,2020-06-28,2022-07-18,47,73.69,One year,3,0
CUST_0407,2020-01-04,2024-08-10,14,80.98,One year,0,1
CUST_0408,2022-05-10,2025-04-24,20,56.55,Month-to-month,1,0
CUST_0409,2020-02-04,2022-10-21,22,49.62,Month-to-month,1,0
CUST_0410,2020-05-20,2020-11-16,11,23.27,Month-to-month,2,1
CUST_0411,2022-12-29,2026-03-13,27,39.54,Month-to-month,1,1
CUST_0412,2023-01-02,2025-03-22,3,49.06,Two year,0,0
CUST_0413,2020-11-06,2023-12-21,17,17.97,Two year,0,1
CUST_0414,2020-12-30,2024-02-13,44,29.86,One year,1,0
CUST_0415,2020-08-05,2022-10-24,56,63.84,One year,1,0
CUST_0416,2020-05-06,2021-05-31,28,76.21,Month-to-month,1,0
CUST_0417,2020-05-25,2024-09-01,29,99.85,Two year,4,1
CUST_0418,2021-02-11,2025-02-20,21,93.98,One year,0,0
CUST_0419,2021-05-24,2024-06-07,47,67.83,One year,3,0
CUST_0420,2021-07-26,2021-10-24,16,47.91,Two year,4,0
CUST_0421,2021-07-22,2024-12-03,37,67.26,Month-to-month,1,0
CUST_0422,2020-02-04,2021-06-28,59,80.71,Two year,1,0
CUST_0423,2020-09-05,2024-03-18,20,20.65,Month-to-month,1,0
CUST_0424,2020-01-22,2023-12-02,6,46.89,Month-to-month,0,0
CUST_0425,2020-10-18,2022-10-08,19,85.58,Month-to-month,3,0
CUST_0426,2020-07-31,2021-01-27,57,44.54,Two year,2,0
CUST_0427,2022-03-09,2025-03-23,5,61.47,Two year,1,0
CUST_0428,2020-06-06,2022-08-25,3,62.9,One year,3,1
CUST_0429,2020-02-15,2020-06-14,59,26.6,One year,4,1
CUST_0430,2020-02-26,2020-04-26,1,42.6,Month-to-month,0,0
CUST_0431,2021-06-07,2024-12-18,58,40.11,Two year,3,0
CUST_0432,2020-12-17,2023-06-05,38,12.36,Month-to-month,1,0
CUST_0433,2020-02-08,2023-11-19,15,12.18,Month-to-month,2,0
CUST_0434,2020-02-02,2023-06-16,34,84.85,Month-to-month,1,1
CUST_0435,2021-03-16,2025-11-20,35,34.58,One year,1,0
CUST_0436,2020-01-28,2021-08-20,49,56.63,One year,3,1
CUST_0437,2021-09-21,2023-03-15,25,36.89,Month-to-month,2,0
CUST_0438,2021-03-23,2025-01-31,24,94.66,Month-to-month,2,0
CUST_0439,2020-01-31,2024-12-05,12,33.34,Two year,0,0
CUST_0440,2020-02-02,2020-11-28,18,48.67,Month-to-month,1,0
CUST_0441,2024-04-24,2027-07-08,15,88.55,One year,1,0
CUST_0442,2020-06-20,2020-08-19,44,85.77,Two year,2,0
CUST_0443,2020-06-18,2022-04-09,16,26.75,Month-to-month,3,1
CUST_0444,2021-09-03,2022-03-02,27,82.24,Month-to-month,3,1
CUST_0445,2022-12-09,2024-09-29,8,51.24,One year,2,0
CUST_0446,2024-04-07,2024-10-04,46,53.47,Two year,0,0
CUST_0447,2021-05-25,2025-02-03,25,22.01,Month-to-month,2,0
CUST_0448,2020-06-21,2023-03-08,17,17.25,Two year,0,0
CUST_0449,2020-02-01,2023-06-15,29,75.51,Month-to-month,2,1
CUST_0450,2021-07-01,2022-12-23,53,54.68,Month-to-month,3,0
CUST_0451,2020-10-25,2025-07-01,8,49.32,One year,1,0
CUST_0452,2020-07-20,2021-03-17,15,75.66,Two year,3,1
CUST_0453,2022-05-14,2026-03-24,27,78.9,Month-to-month,1,1
CUST_0454,2020-02-13,2024-03-23,46,24.3,Two year,0,0
CUST_0455,2020-09-04,2022-01-27,50,64.92,Month-to-month,3,1
CUST_0456,2020-01-05,2023-04-19,52,22.18,Month-to-month,0,1
CUST_0457,2020-08-18,2024-06-28,7,77.62,Month-to-month,2,1
CUST_0458,2020-01-22,2023-09-03,3,69.13,Two year,2,0
CUST_0459,2020-02-16,2023-06-30,29,96.1,Month-to-month,4,0
CUST_0460,2020-02-15,2022-02-04,44,16.21,Month-to-month,3,0
CUST_0461,2021-01-17,2025-03-27,53,15.13,Month-to-month,2,0
CUST_0462,2021-05-15,2022-06-09,24,35.4,Two year,2,0
CUST_0463,2020-11-15,2024-05-28,58,33.55,One year,3,0
CUST_0464,2023-04-10,2025-03-30,3,32.23,One year,2,1
CUST_0465,2020-06-20,2021-12-12,20,91.56,Month-to-month,2,1
CUST_0466,2020-05-02,2023-06-16,46,32.46,One year,0,0
CUST_0467,2022-01-10,2026-06-18,15,34.48,Month-to-month,2,0
CUST_0468,2020-04-02,2021-05-27,25,78.35,Two year,1,0
CUST_0469,2023-04-20,2024-07-13,30,50.48,Two year,2,0
CUST_0470,2020-01-05,2022-02-23,14,79.9,Month-to-month,2,0
CUST_0471,2023-07-02,2026-09-14,7,15.88,One year,2,1
CUST_0472,2020-01-17,2020-10-13,17,53.88,Month-to-month,2,1
CUST_0473,2022-03-20,2022-06-18,44,13.03,Month-to-month,2,1
CUST_0474,2020-09-30,2024-11-08,20,15.64,Month-to-month,2,1
CUST_0475,2024-12-14,2026-06-07,36,91.58,Month-to-month,1,0
CUST_0476,2020-01-28,2022-04-17,9,22.53,Month-to-month,2,1
CUST_0477,2020-10-21,2022-06-13,38,57.92,One year,4,1
CUST_0478,2023-06-25,2028-03-30,48,47.0,Month-to-month,0,0
CUST_0479,2020-09-27,2024-07-08,57,41.26,One year,0,0
CUST_0480,2020-12-28,2022-01-22,22,90.99,Month-to-month,1,1
CUST_0481,2021-03-10,2023-10-26,54,11.96,Month-to-month,0,1
CUST_0482,2020-08-09,2024-06-19,53,69.74,One year,3,0
CUST_0483,2020-12-26,2021-09-22,53,96.71,Month-to-month,0,0
CUST_0484,2020-11-16,2022-05-10,2,60.42,Month-to-month,0,0
CUST_0485,2022-04-24,2024-09-10,24,94.31,One year,3,0
CUST_0486,2020-01-17,2021-10-08,8,14.7,Month-to-month,1,0
CUST_0487,2020-04-30,2020-06-29,11,47.69,Month-to-month,2,0
CUST_0488,2023-01-01,2025-12-16,13,33.41,Month-to-month,0,0
CUST_0489,2022-03-17,2025-06-29,17,75.77,Two year,0,0
CUST_0490,2020-08-09,2022-01-01,8,98.32,One year,2,1
CUST_0491,2020-12-19,2021-10-15,21,33.09,One year,0,0
CUST_0492,2020-04-28,2024-03-08,18,68.88,One year,0,0
CUST_0493,2020-03-17,2020-04-16,30,27.83,Month-to-month,2,1
CUST_0494,2020-08-15,2021-07-11,18,60.88,Month-to-month,2,0
CUST_0495,2020-06-08,2024-10-15,46,51.75,One year,2,1
CUST_0496,2020-11-15,2021-04-14,47,97.48,Month-to-month,3,0
CUST_0497,2020-01-30,2023-07-13,31,64.77,Month-to-month,2,0
CUST_0498,2023-08-30,2028-06-04,38,41.46,Month-to-month,3,0
CUST_0499,2024-04-12,2027-06-26,32,20.27,Month-to-month,2,0
CUST_0500,2021-03-13,2024-09-23,11,23.61,Two year,1,1
CUST_0501,2020-10-07,2023-01-25,45,30.28,Month-to-month,3,0
CUST_0502,2020-05-15,2025-02-18,25,32.59,Month-to-month,1,0
CUST_0503,2021-09-05,2024-01-23,33,86.56,Month-to-month,1,0
CUST_0504,2021-02-25,2021-03-27,38,60.51,Two year,0,0
CUST_0505,2020-03-05,2020-10-31,41,57.11,Month-to-month,1,0
CUST_0506,2022-06-01,2026-03-12,8,20.33,Month-to-month,1,0
CUST_0507,2021-09-23,2021-10-23,11,87.41,One year,3,1
CUST_0508,2022-12-27,2025-04-15,22,75.05,One year,0,0
CUST_0509,2021-04-17,2023-12-03,51,16.09,Month-to-month,1,0
CUST_0510,2020-12-12,2021-09-08,24,73.71,Month-to-month,1,0
CUST_0511,2020-07-16,2023-04-02,41,58.92,Month-to-month,1,1
CUST_0512,2022-09-12,2026-03-25,17,17.36,Month-to-month,1,1
CUST_0513,2022-01-03,2026-06-11,12,51.25,Month-to-month,1,0
CUST_0514,2020-01-17,2020-08-14,57,53.62,Month-to-month,0,0
CUST_0515,2020-01-10,2022-12-25,46,24.92,Month-to-month,1,0
CUST_0516,2020-06-21,2024-10-28,32,95.11,Month-to-month,2,0
CUST_0517,2021-08-30,2026-07-05,15,86.5,One year,2,0
CUST_0518,2024-05-11,2026-12-27,16,70.21,Two year,0,0
CUST_0519,2020-02-29,2023-12-10,54,51.61,One year,1,1
CUST_0520,2020-11-25,2021-04-24,22,47.06,Month-to-month,6,0
CUST_0521,2020-06-24,2024-01-05,28,68.59,Month-to-month,1,1
CUST_0522,2023-07-02,2026-09-14,20,59.09,Two year,1,0
CUST_0523,2021-11-04,2025-06-16,33,15.6,Month-to-month,1,0
CUST_0524,2021-10-27,2023-04-20,10,56.13,Month-to-month,1,0
CUST_0525,2020-08-18,2023-03-06,40,82.58,Month-to-month,1,0
CUST_0526,2020-07-14,2022-09-02,32,51.33,One year,3,0
CUST_0527,2020-04-26,2020-04-26,50,14.68,One year,1,0
CUST_0528,2020-01-22,2023-07-05,33,80.77,Month-to-month,1,1
CUST_0529,2021-12-31,2026-03-10,2,28.12,Month-to-month,0,0
CUST_0530,2021-09-03,2024-04-20,33,33.28,Two year,3,1
CUST_0531,2028-03-01,2031-05-15,33,24.82,Month-to-month,0,0
CUST_0532,2025-09-09,2028-03-27,41,39.72,One year,0,1
CUST_0533,2020-10-22,2021-02-19,13,78.11,One year,2,1
CUST_0534,2021-06-18,2022-10-11,30,56.74,One year,1,0
CUST_0535,2022-11-23,2023-06-21,33,28.44,Month-to-month,3,0
CUST_0536,2021-11-22,2026-06-29,13,89.0,Month-to-month,1,0
CUST_0537,2020-04-13,2023-08-26,52,89.16,Month-to-month,0,1
CUST_0538,2020-08-06,2023-04-23,26,88.35,Two year,5,0
CUST_0539,2020-02-20,2020-10-17,22,31.49,Two year,1,1
CUST_0540,2023-01-29,2027-08-06,39,50.61,Month-to-month,2,0
CUST_0541,2020-12-06,2022-09-27,2,98.65,Month-to-month,2,0
CUST_0542,2020-04-04,2023-01-19,38,79.48,Two year,0,0
CUST_0543,2021-02-10,2025-02-19,39,12.45,One year,0,0
CUST_0544,2020-12-17,2021-06-15,26,15.87,Two year,1,0
CUST_0545,2020-06-10,2021-08-04,46,51.75,Month-to-month,3,0
CUST_0546,2020-02-13,2024-05-22,58,91.83,Month-to-month,1,0
CUST_0547,2021-02-10,2025-06-19,50,58.48,One year,2,0
CUST_0548,2020-09-25,2022-04-18,15,54.8,One year,0,0
CUST_0549,2021-06-24,2025-07-03,34,19.49,Month-to-month,2,1
CUST_0550,2020-09-25,2022-09-15,42,69.11,Month-to-month,0,0
CUST_0551,2021-11-28,2022-01-27,55,83.99,Month-to-month,1,0
CUST_0552,2020-10-20,2025-08-25,44,44.24,Month-to-month,0,1
CUST_0553,2020-10-27,2025-04-04,49,79.81,Month-to-month,1,1
CUST_0554,2022-02-02,2025-10-14,40,96.8,Two year,1,1
CUST_0555,2020-07-07,2022-05-28,11,28.34,Month-to-month,0,0
CUST_0556,2020-02-22,2022-11-08,3,57.1,Two year,1,0
CUST_0557,2020-01-11,2023-09-22,59,35.84,Month-to-month,1,1
CUST_0558,2021-05-28,2023-02-17,6,81.36,One year,1,0
CUST_0559,2020-12-19,2021-10-15,9,61.98,Two year,2,0
CUST_0560,2021-03-20,2025-01-28,6,67.11,Month-to-month,1,0
CUST_0561,2020-03-28,2020-10-24,9,81.81,Month-to-month,3,1
CUST_0562,2020-02-23,2023-04-08,39,45.64,Month-to-month,1,1
CUST_0563,2020-01-06,2023-06-19,31,92.36,Month-to-month,0,0
CUST_0564,2020-06-06,2023-03-23,32,57.97,One year,2,1
CUST_0565,2020-11-21,2024-10-31,41,24.22,Two year,3,1
CUST_0566,2020-06-30,2024-03-11,50,72.63,Month-to-month,2,0
CUST_0567,2020-07-28,2023-08-12,12,81.39,Month-to-month,1,0
CUST_0568,2022-05-05,2022-12-01,8,38.51,Month-to-month,1,1
CUST_0569,2020-06-05,2024-10-12,8,87.15,One year,2,1
CUST_0570,2020-09-20,2023-09-05,50,91.55,Month-to-month,2,1
CUST_0571,2021-07-12,2023-08-31,28,34.92,Month-to-month,2,1
CUST_0572,2020-07-03,2022-09-21,20,98.52,One year,2,0
CUST_0573,2020-12-21,2024-03-05,47,22.66,One year,2,0
CUST_0574,2021-12-24,2024-09-09,59,28.18,Month-to-month,6,0
CUST_0575,2022-12-25,2025-07-12,7,26.58,One year,0,0
CUST_0576,2020-02-28,2021-04-23,11,90.46,Month-to-month,2,0
CUST_0577,2022-08-11,2026-02-21,20,68.89,Month-to-month,2,1
CUST_0578,2020-09-04,2021-12-28,16,23.69,Two year,0,0
CUST_0579,2020-04-19,2022-12-05,4,49.63,One year,2,0
CUST_0580,2020-08-12,2024-05-23,6,65.38,Month-to-month,1,0
CUST_0581,2023-11-29,2027-08-10,58,17.51,Month-to-month,1,1
CUST_0582,2020-09-04,2024-11-12,22,89.42,Month-to-month,4,0
CUST_0583,2020-05-25,2024-10-01,26,82.32,Month-to-month,3,0
CUST_0584,2021-01-01,2022-03-27,3,55.47,Month-to-month,1,0
CUST_0585,2020-04-10,2022-07-29,41,97.04,Month-to-month,0,1
CUST_0586,2020-01-29,2020-09-25,42,47.6,Month-to-month,0,0
CUST_0587,2020-02-20,2022-10-07,14,98.57,One year,0,0
CUST_0588,2020-02-20,2024-12-25,11,70.11,One year,2,0
CUST_0589,2020-03-01,2024-02-09,18,67.12,One year,2,0
CUST_0590,2020-02-24,2022-06-13,54,24.94,Month-to-month,5,1
CUST_0591,2021-01-08,2022-01-03,12,89.37,Two year,1,1
CUST_0592,2020-03-14,2021-11-04,23,48.47,Two year,0,0
CUST_0593,2020-06-03,2025-02-07,12,24.6,Two year,1,0
CUST_0594,2022-04-08,2023-11-29,13,11.13,Two year,2,1
CUST_0595,2020-08-22,2020-12-20,25,60.38,Two year,1,0
CUST_0596,2021-02-05,2021-11-02,45,57.47,Month-to-month,3,0
CUST_0597,2020-03-10,2020-08-07,51,74.74,Month-to-month,2,1
CUST_0598,2020-03-18,2024-09-23,58,90.12,One year,1,0
CUST_0599,2020-01-16,2024-02-24,19,17.15,One year,3,0
CUST_0600,2020-03-08,2024-10-13,55,75.83,One year,0,0
CUST_0601,2020-04-29,2021-04-24,46,26.87,Month-to-month,0,0
CUST_0602,2020-03-12,2020-03-12,36,87.24,Month-to-month,1,0
CUST_0603,2020-02-03,2021-08-26,45,83.72,Month-to-month,4,1
CUST_0604,2020-02-16,2024-09-22,8,58.67,Two year,2,0
CUST_0605,2020-08-13,2024-05-24,29,73.92,Month-to-month,0,1
CUST_0606,2020-03-25,2023-12-05,55,38.29,Month-to-month,1,0
CUST_0607,2020-06-14,2021-01-10,53,52.41,Month-to-month,1,1
CUST_0608,2020-09-12,2021-06-09,55,83.95,Month-to-month,2,0
CUST_0609,2021-03-03,2021-10-29,32,51.33,Two year,3,0
CUST_0610,2020-01-15,2023-12-25,51,42.2,One year,3,0
CUST_0611,2021-08-09,2024-11-21,44,54.48,One year,3,1
CUST_0612,2020-12-26,2021-02-24,18,84.54,Month-to-month,1,0
CUST_0613,2020-02-01,2020-11-27,6,40.17,One year,1,0
CUST_0614,2022-01-24,2022-12-20,18,25.64,Month-to-month,1,0
CUST_0615,2022-07-14,2023-04-10,19,74.08,One year,0,1
CUST_0616,2020-01-24,2022-01-13,22,84.34,Month-to-month,2,0
CUST_0617,2020-04-28,2024-04-07,37,19.06,Month-to-month,1,0
CUST_0618,2021-08-21,2025-07-31,32,31.59,One year,3,1
CUST_0619,2021-05-18,2023-05-08,56,22.78,Two year,2,0
CUST_0620,2020-03-15,2021-01-09,41,41.31,Month-to-month,1,0
CUST_0621,2020-03-26,2024-08-02,59,50.53,Two year,1,0
CUST_0622,2020-06-17,2023-05-03,3,77.39,Month-to-month,2,1
CUST_0623,2020-08-29,2023-10-13,28,68.6,Month-to-month,0,0
CUST_0624,2020-12-17,2025-03-26,10,65.88,Month-to-month,3,0
CUST_0625,2020-06-17,2022-07-07,51,41.71,Month-to-month,1,0
CUST_0626,2020-08-14,2021-09-08,35,85.73,Month-to-month,0,0
CUST_0627,2021-05-17,2024-06-30,29,52.42,Month-to-month,0,0
CUST_0628,2020-01-14,2024-07-21,54,98.12,Month-to-month,1,0
CUST_0629,2020-04-16,2023-06-30,15,67.07,Two year,0,1
CUST_0630,2021-04-01,2021-04-01,33,21.36,Month-to-month,2,0
CUST_0631,2022-04-03,2026-10-09,7,70.86,One year,1,0
CUST_0632,2020-09-18,2025-01-25,12,39.26,Month-to-month,0,1
CUST_0633,2020-10-04,2021-01-02,49,71.77,One year,0,1
CUST_0634,2020-02-11,2022-06-30,30,16.27,Month-to-month,1,0
CUST_0635,2020-08-04,2021-06-30,21,25.74,Month-to-month,0,0
CUST_0636,2020-10-04,2025-04-11,31,87.02,Month-to-month,2,0
CUST_0637,2020-04-11,2023-01-26,58,30.45,Month-to-month,1,0
CUST_0638,2020-04-24,2021-04-19,24,85.33,Month-to-month,2,1
CUST_0639,2020-06-21,2024-08-29,20,35.13,One year,1,0
CUST_0640,2020-01-08,2022-06-26,37,67.86,Two year,0,0
CUST_0641,2020-05-21,2023-06-05,4,72.47,Two year,1,0
CUST_0642,2020-03-27,2023-09-08,28,56.14,One year,6,1
CUST_0643,2020-05-24,2022-03-15,44,37.48,Month-to-month,2,0
CUST_0644,2020-02-16,2020-05-16,20,29.14,Month-to-month,1,1
CUST_0645,2022-03-18,2026-05-26,24,12.99,Month-to-month,2,0
CUST_0646,2020-11-24,2022-02-17,50,37.36,Month-to-month,3,0
CUST_0647,2021-02-18,2021-08-17,49,68.78,Month-to-month,1,0
CUST_0648,2021-07-22,2023-04-13,51,94.45,Month-to-month,3,1
CUST_0649,2020-09-08,2022-12-27,32,88.41,Month-to-month,0,0
CUST_0650,2020-02-03,2020-11-29,41,78.95,Month-to-month,2,0
CUST_0651,2020-10-08,2025-04-15,36,80.96,Two year,0,0
CUST_0652,2020-11-18,2023-07-06,58,69.85,One year,3,0
CUST_0653,2021-05-14,2026-01-18,53,33.43,Month-to-month,2,0
CUST_0654,2020-07-25,2022-11-12,34,91.65,Two year,4,0
CUST_0655,2020-02-19,2024-11-24,36,70.37,Two year,1,0
CUST_0656,2020-05-01,2023-06-15,2,60.44,Month-to-month,3,0
CUST_0657,2020-06-13,2021-05-09,15,19.99,Month-to-month,0,1
CUST_0658,2021-01-13,2021-07-12,34,50.23,Month-to-month,2,0
CUST_0659,2020-11-04,2025-08-10,36,51.43,Two year,1,0
CUST_0660,2020-06-09,2024-11-15,6,87.81,Two year,1,1
CUST_0661,2024-04-20,2027-06-04,39,59.2,Month-to-month,0,0
CUST_0662,2020-12-05,2024-04-18,42,44.24,Month-to-month,1,0
CUST_0663,2020-04-08,2024-02-17,51,97.91,Month-to-month,0,0
CUST_0664,2020-02-09,2022-02-28,51,19.96,Month-to-month,0,0
CUST_0665,2020-03-01,2023-05-15,58,48.03,Month-to-month,2,1
CUST_0666,2020-04-13,2020-12-09,54,13.78,Two year,0,0
CUST_0667,2020-03-04,2023-06-17,12,76.59,One year,0,1
CUST_0668,2020-03-16,2022-12-01,3,92.63,Two year,3,0
CUST_0669,2020-05-02,2023-12-13,45,35.2,Two year,2,1
CUST_0670,2020-03-10,2021-03-05,18,87.25,One year,1,1
CUST_0671,2022-04-08,2026-09-14,40,36.3,Month-to-month,4,0
CUST_0672,2020-01-31,2024-07-08,21,91.97,One year,2,0
CUST_0673,2020-09-28,2023-08-14,15,77.86,Month-to-month,3,0
CUST_0674,2020-07-11,2022-07-01,33,82.44,One year,2,0
CUST_0675,2024-01-14,2025-12-04,35,11.62,Month-to-month,1,1
CUST_0676,2020-02-13,2023-08-26,26,96.65,One year,2,1
CUST_0677,2020-07-04,2021-10-27,8,75.4,Month-to-month,3,0
CUST_0678,2023-06-27,2023-07-27,36,37.43,Month-to-month,2,1
CUST_0679,2022-01-02,2022-12-28,48,84.65,Month-to-month,1,0
CUST_0680,2021-09-12,2024-02-29,30,35.34,Month-to-month,2,0
CUST_0681,2020-04-18,2022-08-06,23,88.55,One year,2,0
CUST_0682,2020-03-09,2024-03-18,42,20.13,One year,1,0
CUST_0683,2021-02-07,2023-04-28,44,73.33,Month-to-month,1,0
CUST_0684,2022-08-25,2027-06-30,14,58.66,Month-to-month,0,0
CUST_0685,2020-10-23,2022-12-12,14,18.69,Month-to-month,1,1
CUST_0686,2020-11-05,2021-12-30,2,31.77,Month-to-month,0,1
CUST_0687,2020-04-29,2022-10-16,55,11.12,Month-to-month,2,1
CUST_0688,2021-06-19,2024-09-01,37,52.19,Two year,2,0
CUST_0689,2020-03-16,2021-05-10,5,37.11,Month-to-month,2,0
CUST_0690,2020-05-22,2023-01-07,38,63.85,Month-to-month,0,0
CUST_0691,2020-07-21,2022-02-11,45,36.75,Month-to-month,2,1
CUST_0692,2020-09-15,2024-01-28,41,36.99,Month-to-month,2,0
CUST_0693,2020-04-11,2021-03-07,54,76.89,Month-to-month,3,0
CUST_0694,2020-02-14,2023-01-29,47,14.33,One year,3,1
CUST_0695,2020-12-10,2021-08-07,14,91.26,Month-to-month,3,0
CUST_0696,2020-05-04,2022-02-23,56,86.7,Month-to-month,2,1
CUST_0697,2020-11-13,2021-06-11,39,70.1,Month-to-month,2,0
CUST_0698,2020-03-02,2022-09-18,25,63.39,Month-to-month,0,1
CUST_0699,2020-08-27,2024-07-07,20,90.31,Month-to-month,2,0
CUST_0700,2020-10-04,2021-10-29,2,26.68,Two year,2,0
CUST_0701,2020-01-20,2022-03-10,39,17.11,One year,2,0
CUST_0702,2020-05-29,2022-05-19,6,31.56,Month-to-month,0,0
CUST_0703,2020-02-22,2021-02-16,17,81.51,Month-to-month,0,0
CUST_0704,2020-01-24,2024-07-01,59,13.12,Month-to-month,2,0
CUST_0705,2024-08-06,2026-03-29,25,62.45,Month-to-month,1,0
CUST_0706,2020-05-22,2024-01-02,57,99.59,One year,2,1
CUST_0707,2021-08-28,2024-02-14,28,87.01,One year,2,0
CUST_0708,2020-04-17,2023-04-02,2,56.93,Month-to-month,4,1
CUST_0709,2021-02-21,2025-01-01,35,15.73,Month-to-month,0,1
CUST_0710,2021-06-05,2026-02-09,37,84.82,Month-to-month,1,0
CUST_0711,2020-11-26,2024-05-09,5,63.91,Two year,0,0
CUST_0712,2020-08-20,2024-12-27,1,20.34,One year,0,1
CUST_0713,2020-07-12,2020-11-09,40,18.45,Month-to-month,0,0
CUST_0714,2020-06-05,2021-05-31,12,91.87,Month-to-month,1,0
CUST_0715,2022-08-26,2024-11-13,56,70.23,One year,2,0
CUST_0716,2021-10-10,2025-03-23,36,84.64,Month-to-month,0,1
CUST_0717,2023-05-08,2025-04-27,45,89.11,Month-to-month,1,0
CUST_0718,2020-02-18,2024-03-28,23,61.46,Month-to-month,3,1
CUST_0719,2021-04-24,2024-02-08,47,56.57,One year,1,0
CUST_0720,2022-10-13,2026-07-24,31,48.74,Month-to-month,3,1
CUST_0721,2020-03-13,2023-04-27,11,38.53,Month-to-month,3,1
CUST_0722,2020-01-26,2020-07-24,10,49.11,Two year,2,0
CUST_0723,2021-05-08,2024-05-22,3,79.65,Month-to-month,1,0
CUST_0724,2020-11-07,2023-05-26,54,64.17,Month-to-month,1,1
CUST_0725,2021-11-04,2022-01-03,14,90.33,Month-to-month,1,1
CUST_0726,2020-02-24,2023-10-06,16,49.9,Month-to-month,1,0
CUST_0727,2021-08-01,2024-09-14,10,64.64,One year,0,1
CUST_0728,2020-03-23,2023-03-08,29,66.82,Month-to-month,2,0
CUST_0729,2020-03-06,2024-08-12,10,63.25,Month-to-month,1,1
CUST_0730,2020-03-06,2024-03-15,12,73.24,Month-to-month,3,1
CUST_0731,2021-09-07,2023-05-30,30,31.37,One year,2,0
CUST_0732,2021-02-03,2021-09-01,41,56.11,One year,2,0
CUST_0733,2020-09-27,2022-01-20,1,19.38,Month-to-month,0,0
CUST_0734,2020-06-11,2024-08-19,5,44.61,Month-to-month,2,1
CUST_0735,2022-02-04,2024-03-25,20,53.89,One year,1,0
CUST_0736,2020-06-30,2023-02-15,8,68.7,Month-to-month,3,0
CUST_0737,2021-09-11,2025-05-23,43,95.55,Two year,2,1
CUST_0738,2020-07-30,2021-11-22,12,64.06,Two year,0,0
CUST_0739,2020-06-21,2023-11-03,1,76.92,Two year,4,0
CUST_0740,2020-08-14,2021-07-10,57,55.56,Month-to-month,2,1
CUST_0741,2020-05-10,2024-03-20,54,67.07,Month-to-month,3,1
CUST_0742,2021-05-17,2025-01-26,20,16.38,One year,0,0
CUST_0743,2020-09-11,2022-10-31,28,32.9,Month-to-month,1,0
CUST_0744,2020-04-06,2024-02-15,57,42.57,Month-to-month,2,0
CUST_0745,2022-04-18,2022-11-14,43,52.52,Two year,2,1
CUST_0746,2020-06-25,2022-04-16,37,14.11,Two year,1,1
CUST_0747,2020-10-13,2025-08-18,47,22.6,Month-to-month,1,0
CUST_0748,2022-05-14,2025-09-25,37,34.91,Month-to-month,1,1
CUST_0749,2020-12-23,2024-12-02,12,97.44,Month-to-month,2,0
CUST_0750,2020-02-15,2024-11-20,37,39.82,Two year,3,0
CUST_0751,2022-10-22,2025-02-08,49,53.38,Two year,3,1
CUST_0752,2020-12-26,2025-01-04,49,27.65,Month-to-month,1,0
CUST_0753,2020-05-28,2021-12-19,56,64.97,Month-to-month,1,0
CUST_0754,2020-02-24,2021-05-19,44,35.26,Two year,1,0
CUST_0755,2021-07-30,2022-11-22,56,28.63,Month-to-month,3,1
CUST_0756,2020-12-19,2022-03-14,28,56.49,Month-to-month,3,1
CUST_0757,2020-10-05,2022-03-29,47,10.5,Two year,2,0
CUST_0758,2022-03-29,2026-10-04,15,10.69,Month-to-month,1,1
CUST_0759,2021-07-21,2026-01-26,6,29.72,One year,0,0
